timestamp,latitude,longitude,speed_kmh,confidence,frame
2026-06-04 13:46:12,21.027763,105.83416,0.0,0.271,3
2026-06-04 13:46:13,21.027763,105.83416,0.0,0.263,8
2026-06-04 13:46:17,21.027763,105.83416,0.0,0.54,28
2026-06-04 13:46:18,21.043462,105.7674,0.0,0.369,38
2026-06-04 13:46:58,21.043458,105.7674,0.0,0.378,459
2026-06-04 13:46:59,21.043458,105.7674,0.0,0.638,470
2026-06-04 13:47:22,21.043458,105.7674,0.0,0.658,565
2026-06-04 13:47:24,21.043458,105.7674,0.0,0.708,578
2026-06-04 13:47:25,21.043458,105.7674,0.0,0.257,585
2026-06-04 13:47:26,21.043458,105.7674,0.0,0.647,591
2026-06-04 13:47:27,21.043458,105.7674,0.0,0.607,597
2026-06-04 13:47:28,21.043458,105.7674,0.0,0.638,604
2026-06-04 13:47:29,21.043458,105.7674,0.0,0.419,611
2026-06-04 13:47:30,21.043458,105.7674,0.0,0.456,618
2026-06-04 13:47:31,21.043458,105.7674,0.0,0.487,625
2026-06-04 13:47:32,21.043458,105.7674,0.0,0.442,633
2026-06-04 13:47:33,21.043458,105.7674,0.0,0.504,641
2026-06-04 13:47:35,21.043458,105.7674,0.0,0.389,654
2026-06-04 13:47:37,21.043458,105.7674,0.0,0.44,661
2026-06-04 13:47:39,21.043458,105.7674,0.0,0.423,675
2026-06-04 13:47:43,21.043458,105.7674,0.0,0.339,711
2026-06-04 13:47:45,21.043458,105.7674,0.0,0.326,722
2026-06-04 13:48:10,21.043458,105.7674,0.0,0.448,936
2026-06-04 13:48:11,21.043458,105.7674,0.0,0.743,942
2026-06-04 13:48:12,21.043458,105.7674,0.0,0.738,950
2026-06-04 13:48:13,21.043458,105.7674,0.0,0.253,958
2026-06-04 13:48:14,21.043458,105.7674,0.0,0.417,967
2026-06-04 13:48:18,21.043458,105.7674,0.0,0.782,995
2026-06-04 13:48:19,21.043458,105.7674,0.0,0.402,1005
2026-06-04 13:48:21,21.043458,105.7674,0.0,0.329,1020
2026-06-04 13:48:22,21.043458,105.7674,0.0,0.458,1029
2026-06-04 13:48:24,21.043458,105.7674,0.0,0.294,1051
2026-06-04 13:48:26,21.043458,105.7674,0.0,0.389,1063
2026-06-04 13:48:27,21.043458,105.7674,0.0,0.254,1074
2026-06-04 13:48:28,21.043458,105.7674,0.0,0.329,1085
2026-06-04 13:48:41,21.043458,105.7674,0.0,0.259,1158
2026-06-04 13:48:43,21.043458,105.7674,0.0,0.434,1166
2026-06-04 13:48:46,21.043458,105.7674,0.0,0.381,1183
2026-06-04 13:48:47,21.043458,105.7674,0.0,0.371,1189
2026-06-04 13:48:49,21.043458,105.7674,0.0,0.411,1198
2026-06-04 13:48:50,21.043458,105.7674,0.0,0.255,1202
2026-06-04 13:48:51,21.043458,105.7674,0.0,0.574,1208
2026-06-04 13:48:52,21.043458,105.7674,0.0,0.63,1211
2026-06-04 13:48:53,21.043458,105.7674,0.0,0.566,1216
2026-06-04 13:48:53,21.043458,105.7674,0.0,0.597,1218
2026-06-04 13:48:55,21.043458,105.7674,0.0,0.637,1219
2026-06-04 13:48:58,21.043458,105.7674,0.0,0.604,1223
2026-06-04 13:48:59,21.043458,105.7674,0.0,0.614,1226
2026-06-04 13:49:00,21.043458,105.7674,0.0,0.615,1231
2026-06-04 13:49:02,21.043458,105.7674,0.0,0.627,1233
2026-06-04 13:49:03,21.043458,105.7674,0.0,0.606,1243
2026-06-04 13:49:04,21.043458,105.7674,0.0,0.627,1252
2026-06-04 13:49:05,21.043458,105.7674,0.0,0.593,1261
2026-06-04 13:49:06,21.043458,105.7674,0.0,0.63,1271
2026-06-04 13:49:07,21.043458,105.7674,0.0,0.592,1279
2026-06-04 13:49:08,21.043458,105.7674,0.0,0.592,1283
2026-06-04 13:49:09,21.043458,105.7674,0.0,0.639,1284
2026-06-04 13:49:12,21.043458,105.7674,0.0,0.603,1286
2026-06-04 13:49:14,21.043458,105.7674,0.0,0.609,1291
2026-06-04 13:49:14,21.043458,105.7674,0.0,0.599,1292
2026-06-04 13:49:18,21.043458,105.7674,0.0,0.551,1294
