timestamp,latitude,longitude,speed_kmh,confidence,frame
2026-06-04 22:44:15,21.04345,105.767389,0.0,0.316,298
2026-06-04 22:44:17,21.04345,105.767389,0.0,0.303,365
2026-06-04 22:44:21,21.04345,105.767389,0.0,0.385,509
2026-06-04 22:44:22,21.04345,105.767389,0.0,0.736,545
2026-06-04 22:44:23,21.04345,105.767389,0.0,0.792,581
2026-06-04 22:44:24,21.04345,105.767389,0.0,0.518,615
2026-06-04 22:44:25,21.04345,105.767389,0.0,0.623,646
2026-06-04 22:44:26,21.04345,105.767389,0.0,0.484,680
2026-06-04 22:44:27,21.04345,105.767389,0.0,0.428,714
2026-06-04 22:44:28,21.04345,105.767389,0.0,0.378,748
2026-06-04 22:44:29,21.04345,105.767389,0.0,0.573,782
2026-06-04 22:44:30,21.04345,105.767389,0.0,0.554,816
2026-06-04 22:44:31,21.04345,105.767389,0.0,0.636,851
2026-06-04 22:44:32,21.04345,105.767389,0.0,0.615,884
2026-06-04 22:44:33,21.04345,105.767389,0.0,0.611,917
2026-06-04 22:44:34,21.04345,105.767389,0.0,0.309,960
2026-06-04 22:44:35,21.04345,105.767389,0.0,0.717,992
2026-06-04 22:44:36,21.04345,105.767389,0.0,0.459,1031
2026-06-04 22:44:37,21.04345,105.767389,0.0,0.717,1066
2026-06-04 22:44:39,21.04345,105.767389,0.0,0.846,1104
2026-06-04 22:44:40,21.04345,105.767389,0.0,0.287,1145
2026-06-04 22:44:41,21.04345,105.767389,0.0,0.251,1188
2026-06-04 22:44:42,21.04345,105.767389,0.0,0.424,1223
2026-06-04 22:44:43,21.04345,105.767389,0.0,0.781,1258
2026-06-04 22:44:44,21.04345,105.767389,0.0,0.576,1293
2026-06-04 22:44:45,21.04345,105.767389,0.0,0.501,1328
2026-06-04 22:44:48,21.04345,105.767389,0.0,0.257,1414
2026-06-04 22:44:49,21.04345,105.767389,0.0,0.537,1449
2026-06-04 22:44:50,21.04345,105.767389,0.0,0.283,1489
2026-06-04 22:44:51,21.04345,105.767389,0.0,0.264,1524
2026-06-04 22:44:52,21.04345,105.767389,0.0,0.669,1558
2026-06-04 22:44:53,21.04345,105.767389,0.0,0.814,1591
2026-06-04 22:44:54,21.04345,105.767389,0.0,0.628,1625
2026-06-04 22:44:55,21.04345,105.767389,0.0,0.508,1658
2026-06-04 22:44:56,21.04345,105.767389,0.0,0.71,1690
2026-06-04 22:44:57,21.04345,105.767389,0.0,0.401,1735
2026-06-04 22:44:59,21.04345,105.767389,0.0,0.269,1783
2026-06-04 22:45:00,21.04345,105.767389,0.0,0.27,1823
2026-06-04 22:45:01,21.04345,105.767389,0.0,0.514,1850
2026-06-04 22:45:02,21.04345,105.767389,0.0,0.779,1877
2026-06-04 22:45:03,21.04345,105.767389,0.0,0.444,1912
2026-06-04 22:45:04,21.04345,105.767389,0.0,0.304,1943
2026-06-04 22:45:05,21.04345,105.767389,0.0,0.406,1969
2026-06-04 22:45:06,21.04345,105.767389,0.0,0.621,1999
2026-06-04 22:45:09,21.04345,105.767389,0.0,0.301,2075
2026-06-04 22:45:10,21.04345,105.767389,0.0,0.562,2110
2026-06-04 22:45:11,21.04345,105.767389,0.0,0.553,2139
2026-06-04 22:45:12,21.04345,105.767389,0.0,0.285,2182
