timestamp,latitude,longitude,speed_kmh,confidence,frame
2026-06-04 13:49:46,21.043458,105.7674,0.0,0.27,39
2026-06-04 13:49:47,21.043458,105.7674,0.0,0.318,49
2026-06-04 13:49:50,21.043458,105.7674,0.0,0.259,77
2026-06-04 13:49:55,21.043458,105.7674,0.0,0.304,115
2026-06-04 13:49:56,21.043458,105.7674,0.0,0.29,120
2026-06-04 13:49:58,21.043458,105.7674,0.0,0.307,129
2026-06-04 13:49:59,21.043458,105.7674,0.0,0.339,135
2026-06-04 13:50:00,21.043458,105.7674,0.0,0.495,140
2026-06-04 13:50:01,21.043458,105.7674,0.0,0.415,147
2026-06-04 13:50:02,21.043458,105.7674,0.0,0.353,153
2026-06-04 13:50:03,21.043458,105.7674,0.0,0.708,160
2026-06-04 13:50:04,21.043458,105.7674,0.0,0.713,166
2026-06-04 13:50:05,21.043458,105.7674,0.0,0.613,171
2026-06-04 13:50:07,21.043458,105.7674,0.0,0.251,180
2026-06-04 13:50:09,21.043458,105.7674,0.0,0.472,186
2026-06-04 13:50:11,21.043458,105.7674,0.0,0.281,204
2026-06-04 13:50:13,21.043458,105.7674,0.0,0.409,214
2026-06-04 13:50:14,21.043458,105.7674,0.0,0.472,222
2026-06-04 13:50:15,21.043458,105.7674,0.0,0.294,231
2026-06-04 13:50:19,21.043458,105.7674,0.0,0.383,268
2026-06-04 13:50:21,21.043458,105.7674,0.0,0.359,277
2026-06-04 13:50:24,21.043458,105.7674,0.0,0.252,300
