timestamp,latitude,longitude,speed_kmh,confidence,frame
2026-06-03 17:00:20,21.027763,105.83416,0.0,0.348,53
2026-06-03 17:00:22,21.043443,105.767384,0.0,0.378,97
2026-06-03 17:00:23,21.043443,105.767384,0.0,0.286,117
2026-06-03 17:00:24,21.043443,105.767384,0.0,0.284,138
2026-06-03 17:00:25,21.043443,105.767384,0.0,0.253,160
2026-06-03 17:00:27,21.043443,105.767384,0.0,0.321,194
2026-06-03 17:00:28,21.043443,105.767384,0.0,0.425,213
2026-06-03 17:00:29,21.043443,105.767384,0.0,0.619,234
2026-06-03 17:00:30,21.043443,105.767384,0.0,0.654,253
2026-06-03 17:00:31,21.043443,105.767384,0.0,0.626,272
2026-06-03 17:00:32,21.043443,105.767384,0.0,0.639,288
2026-06-03 17:00:35,21.043443,105.767384,0.0,0.353,333
2026-06-03 17:00:36,21.043443,105.767384,0.0,0.609,351
2026-06-03 17:00:37,21.043443,105.767384,0.0,0.523,369
2026-06-03 17:00:38,21.043443,105.767384,0.0,0.562,388
2026-06-03 17:00:39,21.043443,105.767384,0.0,0.5,405
