timestamp,latitude,longitude,speed_kmh,confidence,frame
2026-06-03 17:04:20,21.027763,105.83416,0.0,0.368,5
2026-06-03 17:04:21,21.027763,105.83416,0.0,0.385,22
2026-06-03 17:04:22,21.043443,105.767384,0.0,0.354,40
2026-06-03 17:04:23,21.043443,105.767384,0.0,0.318,59
2026-06-03 17:04:24,21.043443,105.767384,0.0,0.484,78
2026-06-03 17:04:25,21.043443,105.767384,0.0,0.392,98
2026-06-03 17:04:26,21.043443,105.767384,0.0,0.534,117
2026-06-03 17:04:27,21.043443,105.767384,0.0,0.616,136
2026-06-03 17:04:28,21.043443,105.767384,0.0,0.411,155
2026-06-03 17:04:29,21.043443,105.767384,0.0,0.486,175
2026-06-03 17:04:30,21.043443,105.767384,0.0,0.354,195
2026-06-03 17:04:31,21.043443,105.767384,0.0,0.387,213
2026-06-03 17:04:32,21.043443,105.767384,0.0,0.405,232
2026-06-03 17:04:34,21.043443,105.767384,0.0,0.252,252
